"Milliseconds","timezoneOffset","timestamp","DayOfYear","DayOfMonth","DayOfWeek","TimeOfDay","_id","cat1","cat2","cat3","cat4","cat5","cat6","cat7","cat8","cat9","number","note","gpstime","gpsMilliseconds","name","latitude","longitude","accuracy","altitude","speed","bearing","lat_text","lon_text","street","city","state","country","zip"
"1508023101895","7200000","2017-10-15T01:18:21.895+02:00","288","15","Sunday","1.3058333333333334","193","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508053339706","7200000","2017-10-15T09:42:19.706+02:00","288","15","Sunday","9.705277777777777","194","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508057451398","7200000","2017-10-15T10:50:51.398+02:00","288","15","Sunday","10.8475","195","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508061035229","7200000","2017-10-15T11:50:35.229+02:00","288","15","Sunday","11.843055555555555","196","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508083596431","7200000","2017-10-15T18:06:36.431+02:00","288","15","Sunday","18.11","197","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508087898136","7200000","2017-10-15T19:18:18.136+02:00","288","15","Sunday","19.305","198","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508093073910","7200000","2017-10-15T20:44:33.910+02:00","288","15","Sunday","20.7425","199","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508094714940","7200000","2017-10-15T21:11:54.940+02:00","288","15","Sunday","21.198333333333334","200","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508101298915","7200000","2017-10-15T23:01:38.915+02:00","288","15","Sunday","23.02722222222222","201","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508101306466","7200000","2017-10-15T23:01:46.466+02:00","288","15","Sunday","23.029444444444444","202","Temperature Inside",,,,,,,,,"17",,,,,,,,,,,,,,,,,
"1508101312452","7200000","2017-10-15T23:01:52.452+02:00","288","15","Sunday","23.031111111111112","203","Temperature Outside",,,,,,,,,"13",,,,,,,,,,,,,,,,,
"1508137366430","7200000","2017-10-16T09:02:46.430+02:00","289","16","Monday","9.046111111111111","204","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508142090470","7200000","2017-10-16T10:21:30.470+02:00","289","16","Monday","10.358333333333333","205","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508152975061","7200000","2017-10-16T13:22:55.061+02:00","289","16","Monday","13.381944444444445","206","Water",,,,,,,,,,,,,,,,,,,,,,,,,,
"1508152991169","7200000","2017-10-16T13:23:11.169+02:00","289","16","Monday","13.386388888888888","207","Temperature Inside",,,,,,,,,"19",,,,,,,,,,,,,,,,,
"1508153005078","7200000","2017-10-16T13:23:25.078+02:00","289","16","Monday","13.390277777777778","208","Temperature Outside",,,,,,,,,"15",,,,,,,,,,,,,,,,,
"1508153587223","7200000","2017-10-16T13:33:07.223+02:00","289","16","Monday","13.551944444444445","209","Toilet #1",,,,,,,,,,,,,,,,,,,,,,,,,,
